Year,Date,Survey,Station,Time,Common Name,Catch,Region
2024,3/6/2024,5,329,9:51,Longfin Smelt,16,San Pablo Bay
2024,3/6/2024,5,330,12:51,Longfin Smelt,9,San Pablo Bay
2024,3/6/2024,5,335,10:08,Longfin Smelt,10,San Pablo Bay
2024,3/6/2024,5,336,9:33,Longfin Smelt,15,San Pablo Bay
2024,3/6/2024,5,338,9:13,Longfin Smelt,34,San Pablo Bay
2024,3/6/2024,5,401,8:50,Longfin Smelt,159,Suisun Bay and West
2024,3/6/2024,5,404,13:57,Longfin Smelt,55,Suisun Bay and West
2024,3/6/2024,5,411,11:30,Longfin Smelt,53,Suisun Bay and West
2024,3/6/2024,5,418,11:05,Longfin Smelt,32,Suisun Bay and West
2024,3/6/2024,5,501,11:56,Longfin Smelt,2,Suisun Bay and West
2024,3/6/2024,5,504,12:18,Longfin Smelt,35,Suisun Bay and West
2024,3/6/2024,5,508,13:06,No LFS Catch,0,Confluence
2024,3/6/2024,5,519,12:41,No LFS Catch,0,Suisun Bay and West
2024,3/6/2024,5,602,10:38,Longfin Smelt,3,Suisun Bay and West
2024,3/6/2024,5,606,10:12,Longfin Smelt,14,Suisun Bay and West
2024,3/6/2024,5,609,9:22,Longfin Smelt,1,Suisun Bay and West
2024,3/6/2024,5,610,8:52,No LFS Catch,0,Suisun Bay and West
2024,3/6/2024,5,801,7:40,Longfin Smelt,2,Confluence
2024,3/7/2024,5,340,9:31,Longfin Smelt,192,Napa River
2024,3/7/2024,5,342,10:04,Longfin Smelt,88,Napa River
2024,3/7/2024,5,343,10:28,Longfin Smelt,51,Napa River
2024,3/7/2024,5,344,11:00,Longfin Smelt,172,Napa River
2024,3/7/2024,5,345,11:39,Longfin Smelt,38,Napa River
2024,3/7/2024,5,346,12:04,Longfin Smelt,66,Napa River
2024,3/7/2024,5,347,12:22,No LFS Catch,0,Napa River
2024,3/7/2024,5,348,12:46,No LFS Catch,0,Napa River
2024,3/7/2024,5,349,13:05,No LFS Catch,0,Napa River
2024,3/7/2024,5,405,8:54,Longfin Smelt,124,Suisun Bay and West
2024,3/18/2024,6,809,8:00,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,812,13:25,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,815,13:01,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,901,8:26,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,902,8:58,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,906,11:52,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,910,11:28,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,912,10:55,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,914,10:08,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,915,9:27,No LFS Catch,0,Central & South Delta
2024,3/18/2024,6,919,12:28,No LFS Catch,0,Central & South Delta
2024,3/19/2024,6,508,8:38,Longfin Smelt,2,Confluence
2024,3/19/2024,6,513,8:59,Longfin Smelt,4,Confluence
2024,3/19/2024,6,520,8:16,No LFS Catch,0,Confluence
2024,3/19/2024,6,703,9:43,Longfin Smelt,1,Sacramento River System
2024,3/19/2024,6,704,10:01,Longfin Smelt,5,Sacramento River System
2024,3/19/2024,6,705,10:43,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,706,10:22,Longfin Smelt,2,Sacramento River System
2024,3/19/2024,6,707,11:01,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,711,11:28,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,716,12:09,Longfin Smelt,1,Sacramento River System
2024,3/19/2024,6,723,11:52,No LFS Catch,0,Sacramento River System
2024,3/19/2024,6,801,9:19,Longfin Smelt,2,Confluence
2024,3/19/2024,6,804,7:54,No LFS Catch,0,Confluence
2024,3/20/2024,6,401,13:13,Longfin Smelt,14,Suisun Bay and West
2024,3/20/2024,6,404,12:54,Longfin Smelt,28,Suisun Bay and West
2024,3/20/2024,6,405,12:35,Longfin Smelt,125,Suisun Bay and West
2024,3/20/2024,6,411,11:52,Longfin Smelt,111,Suisun Bay and West
2024,3/20/2024,6,418,12:13,Longfin Smelt,73,Suisun Bay and West
2024,3/20/2024,6,501,11:29,Longfin Smelt,21,Suisun Bay and West
2024,3/20/2024,6,504,11:06,Longfin Smelt,31,Suisun Bay and West
2024,3/20/2024,6,519,10:44,Longfin Smelt,6,Suisun Bay and West
2024,3/20/2024,6,602,10:16,Longfin Smelt,129,Suisun Bay and West
2024,3/20/2024,6,606,9:54,Longfin Smelt,3,Suisun Bay and West
2024,3/20/2024,6,609,8:40,No LFS Catch,0,Suisun Bay and West
2024,3/20/2024,6,610,8:10,Longfin Smelt,2,Suisun Bay and West
2024,3/21/2024,6,306,11:17,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,308,10:59,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,311,11:37,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,315,10:41,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,322,11:54,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,323,12:31,Longfin Smelt,1,San Pablo Bay
2024,3/21/2024,6,327,10:25,Longfin Smelt,3,San Pablo Bay
2024,3/21/2024,6,328,10:09,Longfin Smelt,5,San Pablo Bay
2024,3/21/2024,6,329,9:36,Longfin Smelt,14,San Pablo Bay
2024,3/21/2024,6,330,12:11,No LFS Catch,0,San Pablo Bay
2024,3/21/2024,6,335,9:52,Longfin Smelt,22,San Pablo Bay
2024,3/21/2024,6,336,9:19,Longfin Smelt,21,San Pablo Bay
2024,3/21/2024,6,338,9:01,Longfin Smelt,29,San Pablo Bay
2024,3/22/2024,6,340,8:20,Longfin Smelt,18,Napa River
2024,3/22/2024,6,342,8:52,Longfin Smelt,15,Napa River
2024,3/22/2024,6,343,9:14,Longfin Smelt,49,Napa River
2024,3/22/2024,6,344,9:41,Longfin Smelt,903,Napa River
2024,3/22/2024,6,345,10:01,Longfin Smelt,1259,Napa River
2024,3/22/2024,6,346,10:20,Longfin Smelt,119,Napa River
2024,3/22/2024,6,347,10:37,Longfin Smelt,12,Napa River
2024,3/22/2024,6,348,10:59,No LFS Catch,0,Napa River
2024,3/22/2024,6,349,11:25,No LFS Catch,0,Napa River
